Celebrity Name,Wikipedia Summary,Image URL,gender,profession
Paul Newman,"Paul Leonard Newman (January 26, 1925 – September 26, 2008) was an American actor, film director, racing driver, philanthropist, and entrepreneur. He was the recipient of numerous awards, including an Academy Award, a BAFTA Award, three Golden Globe Awards, a Screen Actors Guild Award, a Primetime Emmy Award, a Silver Bear, a Cannes Film Festival Award, and the Jean Hersholt Humanitarian Award.Born in Shaker Heights, Ohio, a suburb of Cleveland, Newman showed an interest in theater as a child and at age 10 performed in a stage production of Saint George and the Dragon at the Cleveland Play House. He received his Bachelor of Arts degree in drama and economics from Kenyon College in 1949. After touring with several summer stock companies including the Belfry Players, Newman attended the Yale School of Drama for a year before studying at the Actors Studio under Lee Strasberg. His first starring Broadway role was in William Inge's Picnic in 1953.
Newman won the Academy Award for Best Actor for his performance in The Color of Money (1986). His other Oscar-nominated performances were in 
Cat on a Hot Tin Roof (1958), The Hustler (1961), Hud (1963), Cool Hand Luke (1967), Absence of Malice (1981), The Verdict (1982), Nobody's Fool (1994), and Road to Perdition (2002). He also starred in such films as Harper (1966), Butch Cassidy and the Sundance Kid (1969), The Sting (1973), The Towering Inferno (1974), Slap Shot (1977), and Fort Apache, The Bronx (1981). He also voiced Doc Hudson in Cars (2006).
Newman won several national championships as a driver in Sports Car Club of America road racing. He was a co-founder of Newman's Own, a food company from which he donated all post-tax profits and royalties to charity. As of 2020, these donations have totaled over US$570 million. 
Newman continued to found such charitable organizations such as the SeriousFun Children's Network in 1988 and the Safe Water Network in 2006. Newman was married twice and fathered six children. He was the husband of the actress Joanne Woodward until his death.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Paul_Newman_-_1958.jpg/300px-Paul_Newman_-_1958.jpg,male,"American actor, film director, racing driver, philanthropist, and entrepreneur"
Paul Rudd,"Paul Stephen Rudd (born April 6, 1969) is an American actor and comedian. He studied theater at the University of Kansas and the American Academy of Dramatic Arts before making his acting debut in 1991. He received a star on the Hollywood Walk of Fame in July 2015, and was included on the Forbes Celebrity 100 list in 2019. In 2021, he was named People magazine's ""Sexiest Man Alive"".
His films include Clueless (1995), Halloween: The Curse of Michael Myers (1995), Romeo + Juliet (1996), Wet Hot American Summer (2001), Anchorman: The Legend of Ron Burgundy (2004), The 40-Year-Old Virgin (2005), Knocked Up (2007),  I Love You Man (2009), This Is 40 (2012), Ghostbusters: Afterlife (2021), and Ghostbusters: Frozen Empire (2024). He has played Ant-Man in the Marvel Cinematic Universe, beginning with Ant-Man (2015) and most recently in Ant-Man and the Wasp: Quantumania (2023).
Rudd has also appeared in numerous television shows, including the sitcom Friends as Mike Hannigan, guest roles on Tim and Eric Awesome Show, Great Job!, Reno 911! and Parks and Recreation, and as guest host of Saturday Night Live multiple times. He had a dual role in the comedy series Living with Yourself, which earned him a Golden Globe Award nomination for Best Actor – Television Series Musical or Comedy. He starred in the miniseries The Shrink Next Door (2021).",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Paul_Rudd_%28cropped%29_2.jpg/300px-Paul_Rudd_%28cropped%29_2.jpg,male,American actor and comedian
Paul Scofield,"David Paul Scofield  (21 January 1922 – 19 March 2008) was an English actor. During a six-decade career, Scofield achieved the Triple Crown of Acting, winning an Academy Award, Emmy, and Tony for his work.  Scofield established a reputation as one of the greatest Shakespearean performers. He declined the honour of a knighthood, but was appointed CBE in 1956 and became a CH in 2001.
Scofield received the Tony Award for Best Actor in a Play for portraying Sir Thomas More in the Broadway production of A Man for All Seasons (1962). Four years later, he won the Academy Award for Best Actor when he reprised the role in the 1966 film adaptation, making him one of eleven to receive a Tony and Academy Award for the same role. He received the Primetime Emmy Award for Male of the Species (1969).
He garnered acclaim for his roles in films such as The Train (1964), King Lear (1971), A Delicate Balance (1973), Henry V (1989), and Hamlet (1990). He portrayed Mark Van Doren in the historical drama Quiz Show (1994), for which he earned a nomination for the Academy Award for Best Supporting Actor. For his role as Thomas Danforth in the film adaptation of The Crucible (1996) he received the BAFTA Award for Best Actor in a Supporting Role.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Paul_Scofield_Allan_Warren.jpg/300px-Paul_Scofield_Allan_Warren.jpg,male,English actor
Paul Walker,"Paul William Walker IV (September 12, 1973 – November 30, 2013) was an American actor. He was best known for his role as Brian O'Conner in the Fast & Furious franchise.
Paul Walker began his career as a child actor in the 1980s, gaining recognition in the 1990s after appearing in the television soap opera The Young and the Restless; he received praise for his performances in the teen comedy She's All That and the comedy-drama Varsity Blues (both 1999), and saw international fame by starring in The Fast and the Furious (2001).
He also starred in the commercially successful road thriller Joy Ride (2001), becoming an action star. He followed this with the box-office disappointments Into the Blue (2005) and Running Scared (2006), although he earned praise for his performance in the survival drama Eight Below, and for his portrayal of Hank Hansen in Flags of Our Fathers (both 2006). Outside of these, Walker largely appeared in low budget action films, but starred in the commercially successful heist film Takers (2010).
Walker died in a single-vehicle collision on November 30, 2013, as a passenger in a speeding car. His father and daughter filed separate wrongful death lawsuits against Porsche, which resulted in settlements. At the time of his death, Walker had not completed filming Furious 7 (2015); it was released after rewrites and stand-ins, including his brothers Cody and Caleb, both of whom filled in for Walker, while the song ""See You Again"" by Wiz Khalifa and Charlie Puth was commissioned as a tribute.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/PaulWalkerEdit-1.jpg/300px-PaulWalkerEdit-1.jpg,male,American actor
Paula Patton,"Paula Maxine Patton (born December 5, 1975) is an American actress and producer. Patton made her feature film debut in the 2005 comedy Hitch, and has had starring roles in the films Déjà Vu (2007), Precious (2009), Jumping the Broom (2011), Mission: Impossible – Ghost Protocol (2011), 2 Guns (2013), Warcraft (2016), and Sacrifice (2019).",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Paula_Patton_by_Gage_Skidmore.jpg/300px-Paula_Patton_by_Gage_Skidmore.jpg,female,American actress and producer
Pauline Collins,"Pauline Collins  (born 3 September 1940) is a British actress who first came to prominence portraying Sarah Moffat in Upstairs, Downstairs (1971–1973) and its spin-off Thomas & Sarah (1979). In 1992, she published her autobiography Letter to Louise.Collins played the title role in the play Shirley Valentine for which she won the Laurence Olivier Award for Best Actress, and the Tony Award for Best Actress in a Play. She reprised the role in the 1989 film adaptation of the play, winning the BAFTA Award for Best Actress in a Leading Role and receiving a nomination for the Academy Award for Best Actress. She also starred in the television dramas  Forever Green (1989–1992) and The Ambassador (1998–1999). Her other film appearances include City of Joy (1992), Paradise Road (1997), Albert Nobbs (2011), Quartet (2012), and The Time of Their Lives (2017).",https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Pauline_Collins_in_November_2012.jpg/300px-Pauline_Collins_in_November_2012.jpg,female,"British actress who first came to prominence portraying Sarah Moffat in Upstairs, Downstairs (1971–1973) and its spin-off Thomas & Sarah (1979)"
Penelope Cruz,"Penélope Cruz Sánchez (born 28 April 1974) is a Spanish actress. Prolific in Spanish and English-language films, she has received various accolades, including an Academy Award and a BAFTA Award, in addition to nominations for a Primetime Emmy Award and four Golden Globe Awards.
Cruz made her acting debut on television at 16, and her feature film debut the following year in Jamón Jamón (1992). Her subsequent roles included Belle Époque (1992), Open Your Eyes (1997), Don Juan (1998), The Hi-Lo Country (1999), The Girl of Your Dreams (2000), and Woman on Top (2000). She is known for her frequent collaborations with Spanish director Pedro Almodóvar in Live Flesh (1997), All About My Mother (1999), Volver (2006), Broken Embraces (2009), I'm So Excited! (2013), Pain and Glory (2019), and Parallel Mothers (2021).
For her role in Woody Allen's romantic drama Vicky Cristina Barcelona (2008), Cruz won the Academy Award for Best Supporting Actress. Her other Oscar-nominated roles were in Volver (2006), Nine (2009), and Parallel Mothers (2021). Other notable films include Vanilla Sky (2001), Blow (2001), Pirates of the Caribbean: On Stranger Tides (2011), The Counselor (2013), Murder on the Orient Express (2017), Everybody Knows (2018), Official Competition (2022), L'immensità (2022) and Ferrari (2023). For her role as Donatella Versace in the miniseries The Assassination of Gianni Versace: American Crime Story (2018), she received a Primetime Emmy Award nomination.
Since 2010, Cruz has been married to Spanish actor Javier Bardem. She has done modelling work for Mango, Ralph Lauren, and L'Oréal, and along with her younger sister Mónica Cruz, designed clothing for Mango. She has been a house ambassador for Chanel since 2018. She has volunteered in Uganda and India, where she spent one week working with Mother Teresa; she donated her salary from The Hi-Lo Country to help fund the late nun's mission. She is the only Spanish actress to have won an Academy Award and to have received a star on the Hollywood Walk of Fame.",,female,Spanish actress
Pete Postlethwaite,"Peter William Postlethwaite,  (7 February 1946 – 2 January 2011) was an English actor best known for his work as a character actor.After minor television appearances including The Professionals, Postlethwaite's first major success arose through the British autobiographical film Distant Voices, Still Lives (1988). He had a breakthrough in Hollywood when he portrayed David in Alien 3 (1992) and his international reputation was further solidified when he was nominated for the Academy Award for Best Supporting Actor for In the Name of the Father. Following this role, he portrayed the mysterious lawyer Mr. Kobayashi in The Usual Suspects and went on to appear in a wide variety of films.
On television, Postlethwaite played Sergeant Obadiah Hakeswill in Sharpe. Director Steven Spielberg called him ""the best actor in the world"". He was made an Officer of the Order of the British Empire in the 2004 New Year Honours list. Less than one month after his death, he was nominated for the BAFTA Award for Best Actor in a Supporting Role for his performance as Fergie Colm in The Town (2010).",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Pete_Postlethwaite.JPG/300px-Pete_Postlethwaite.JPG,male,English actor best known for his work as a character actor
Peter Dinklage,"Peter Hayden Dinklage (; born June 11, 1969) is an American actor best known for portraying Tyrion Lannister on the HBO television series Game of Thrones (2011–2019), for which he won the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series a record four times. He also received a Golden Globe Award in 2011 and a Screen Actors Guild Award in 2020 for the role. Dinklage has a common form of dwarfism known as achondroplasia and stands 4 ft 5 in (1.35 m) tall. He has used his celebrity status to raise social awareness of dwarfism.
Dinklage studied acting at Bennington College, performing in a number of amateur stage productions. He made his film debut in the black comedy film Living in Oblivion (1995), and had his breakthrough with a starring role in the 2003 comedy-drama The Station Agent. His other films include Elf (2003), Lassie (2005), Find Me Guilty (2006), Penelope (2006), Death at a Funeral (2007), The Chronicles of Narnia: Prince Caspian (2008), Death at a Funeral (2010), X-Men: Days of Future Past (2014), Three Billboards Outside Ebbing, Missouri (2017), and The Hunger Games: The Ballad of Songbirds & Snakes (2023). In 2018, he appeared as Eitri in the Marvel film Avengers: Infinity War and Hervé Villechaize in the biopic film My Dinner with Hervé. He also provided voice-acting for the video game Destiny, and in 2023 voiced Scourge in Transformers: Rise of the Beasts.
Dinklage has also performed in theater, with roles including the title character in Richard III (2003) at the Public Theatre, Rakitin in A Month in the Country (2015) at Classic Stage Company, and Cyrano de Bergerac in Cyrano at the Daryl Roth Theatre in 2019.",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Peter_Dinklage-68257.jpg/300px-Peter_Dinklage-68257.jpg,male,"American actor best known for portraying Tyrion Lannister on the HBO television series Game of Thrones (2011–2019), for which he won the Primetime Emmy Award for Outstanding Supporting Actor in a Drama Series a record four times"
Peter Fonda,"Peter Henry Fonda (February 23, 1940 – August 16, 2019) was an American actor. He was the son of Henry Fonda, younger brother of Jane Fonda, and father of Bridget Fonda. He was a prominent figure in the counterculture of the 1960s. Fonda was nominated for the Academy Award for Best Original Screenplay for Easy Rider (1969), and the Academy Award for Best Actor for Ulee's Gold (1997). For the latter, he won the Golden Globe Award for Best Actor – Motion Picture Drama. Fonda also won the Golden Globe Award for Best Supporting Actor – Series, Miniseries or Television Film for The Passion of Ayn Rand (1999).",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Peter_Fonda_1970.jpg/300px-Peter_Fonda_1970.jpg,male,American actor
Peter O'Toole,"Peter Seamus O'Toole (; 2 August 1932 – 14 December 2013) was an English stage and film actor. He attended RADA (the Royal Academy of Dramatic Art) and began working in the theatre, gaining recognition as a Shakespearean actor at the Bristol Old Vic and with the English Stage Company. In 1959 he made his West End debut in The Long and the Short and the Tall, and played the title role in Hamlet in the National Theatre's first production in 1963. Excelling on the London stage, O'Toole was known for his ""hellraiser"" lifestyle off it.Making his film debut in 1959, O'Toole achieved international recognition playing T. E. Lawrence in Lawrence of Arabia (1962) for which he received his first nomination for the Academy Award for Best Actor. He was nominated for this award another seven times – for playing King Henry II in both Becket (1964) and The Lion in Winter (1968), Goodbye, Mr. Chips (1969), The Ruling Class (1972), The Stunt Man (1980), My Favorite Year (1982), and Venus (2006) – and holds the record for the most Oscar nominations for acting without a win (tied with Glenn Close). In 2002, he was awarded the Academy Honorary Award for his career achievements.O'Toole was the recipient of four Golden Globe Awards, one BAFTA Award for Best British Actor and one Primetime Emmy Award. Other performances include What's New Pussycat? (1965), How to Steal a Million (1966), Supergirl (1984), and minor roles in The Last Emperor (1987) and Troy (2004). He also voiced Anton Ego, the restaurant critic in Pixar's Ratatouille (2007).",https://upload.wikimedia.org/wikipedia/commons/1/19/David_di_Donatello_1970_Loren_O%27Toole_%28cropped%29.jpg,male,English stage and film actor
Peter Sarsgaard,"John Peter Sarsgaard (; born March 7, 1971) is an American actor. He studied at the Actors Studio, before rising to prominence playing atypical and sometimes villainous roles in film and television. 
He made his film debut with Dead Man Walking (1995). He gained recognition for his role in The Man in the Iron Mask (1998), Boys Don't Cry (1999), and The Center of the World (2001). For his portrayal of Charles Lane in Shattered Glass (2003), Sarsgaard received a Golden Globe Award for Best Supporting Actor nomination. 
Sarsgaard has acted in films such as Garden State, Kinsey (both 2004), Jarhead (2005), Elegy (2008), An Education (2009), Lovelace, Blue Jasmine (both 2013), Black Mass (2015), Jackie (2016), and The Lost Daughter (2021). He is also known for his performances in the blockbuster films Knight and Day (2010), Green Lantern (2011), The Magnificent Seven (2016), and The Batman (2022). For his performance in Memory (2023), Sarsgaard won the Volpi Cup for Best Actor.
Sarsgaard is also known for his television roles including in the AMC/Netflix crime series The Killing (2013) and the Hulu limited series The Looming Tower (2018) and Dopesick (2021), the latter of which earned him a Primetime Emmy Award nomination. Sarsgaard made his Broadway debut portraying Boris Alexeyevich Trigorin in the revival of Anton Chekov's The Seagull (2008). He is married to Maggie Gyllenhaal.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Peter_Sarsgaard_2019.jpg/300px-Peter_Sarsgaard_2019.jpg,male,American actor
Peter Sellers,"Peter Sellers  (born Richard Henry Sellers; 8 September 1925 – 24 July 1980) was an English actor and comedian. He first came to prominence performing in the BBC Radio comedy series The Goon Show. Sellers featured on a number of hit comic songs, and became known to a worldwide audience through his many film roles, among them Chief Inspector Clouseau in The Pink Panther series.
Born in Southsea, Sellers made his stage debut at the Kings Theatre, Southsea, when he was two weeks old. He began accompanying his parents in a variety act that toured the provincial theatres. He first worked as a drummer and toured around England as a member of the Entertainments National Service Association (ENSA). He developed his mimicry and improvisational skills during a spell in Ralph Reader's wartime Gang Show entertainment troupe, which toured Britain and the Far East. After the war, Sellers made his radio debut in ShowTime, and eventually became a regular performer on various BBC radio shows. During the early 1950s, Sellers, along with Spike Milligan, Harry Secombe and Michael Bentine, took part in the successful radio series The Goon Show, which ended in 1960.
Sellers began his film career during the 1950s. Although the bulk of his work was comedic, often parodying characters of authority such as military officers or policemen, he also performed in other film genres and roles. Films demonstrating his artistic range include I'm All Right Jack (1959), Stanley Kubrick's Lolita (1962) and Dr. Strangelove (1964), What's New Pussycat? (1965), Casino Royale (1967), The Party (1968), Being There (1979) and five films of the Pink Panther series (1963–1978). Sellers' versatility enabled him to portray a wide range of comic characters using different accents and guises, and he would often assume multiple roles within the same film, frequently with contrasting temperaments and styles. Satire and black humour were major features of many of his films, as they had been in his radio and record performances, and they had a strong influence on a number of later comedians. 
Sellers was nominated three times for an Academy Award, twice for the Academy Award for Best Actor, for his performances in Dr. Strangelove and Being There, and once for the Academy Award for Best Live Action Short Film for The Running Jumping & Standing Still Film (1959). He won the BAFTA Award for Best Actor in a Leading Role twice, for I'm All Right Jack and for the original Pink Panther film, The Pink Panther (1963), and was nominated as Best Actor three times. In 1980 he won the Golden Globe Award for Best Actor – Motion Picture Musical or Comedy for his role in Being There, having previously been nominated three times in the same category. Turner Classic Movies calls Sellers ""one of the most accomplished comic actors of the late 20th century"".In his personal life Sellers struggled with depression and insecurities. An enigmatic figure, he often claimed to have no identity outside the roles that he played. His behaviour was often erratic, and compulsive and he frequently clashed with his directors and co-stars, especially in the mid-1970s, when his physical and mental health, together with his alcohol and drug problems, were at their worst. Sellers was married four times and had three children from his first two marriages. He died from a heart attack, aged 54, in 1980. English filmmakers the Boulting brothers described Sellers as ""the greatest comic genius this country has produced since Charles Chaplin"".",https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg/300px-Peter_Sellers_at_home_in_Belgravia%2C_London%2C_1973.jpg,male,English actor and comedian
Peter Ustinov,"Sir Peter Alexander Ustinov  (born Peter Alexander Freiherr von Ustinov ; 16 April 1921 – 28 March 2004) was a British actor, filmmaker, and writer. An internationally known raconteur, he was a fixture on television talk shows and lecture circuits for much of his career. Ustinov received numerous accolades including two Academy Awards, a BAFTA Award, three Emmy Awards, and a Grammy Award. 
Ustinov received two Academy Awards for Best Supporting Actor for his roles in Spartacus (1960), and Topkapi (1964). He also starred in notable films such as Quo Vadis (1951), The Sundowners (1960), Billy Budd (1962), and Hot Millions (1968). He portrayed Hercule Poirot in  Death on the Nile (1978). He voiced Prince John and King Richard in the Walt Disney Animated film Robin Hood (1973). 
He also displayed a unique cultural versatility which frequently earned him the accolade of a Renaissance man. Miklós Rózsa, composer of the music for Quo Vadis and of numerous concert works, dedicated his String Quartet No. 1, Op. 22 (1950) to Ustinov.
An intellectual and diplomat, he held various academic posts, and served as a goodwill ambassador for UNICEF and president of the World Federalist Movement (WFM). In 2003, Durham University changed the name of its Graduate Society to Ustinov College, in honour of the significant contributions Ustinov had made as chancellor of the university from 1992 until his death.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Sir_Peter_Ustinov_Allan_Warren.jpg/300px-Sir_Peter_Ustinov_Allan_Warren.jpg,male,"British actor, filmmaker, and writer"
Phil Mickelson,"Philip Alfred Mickelson (born June 16, 1970) is an American professional golfer  who currently plays in the LIV Golf League. He has won 45 events on the PGA Tour, including six major championships: three Masters titles (2004, 2006, 2010), two PGA Championships (2005, 2021), and one Open Championship (2013). With his win at the 2021 PGA Championship, Mickelson became the oldest major championship winner in history at the age of 50 years, 11 months, and 7 days. He is nicknamed Lefty, as he plays left-handed.
Mickelson is one of 17 players in the history of golf to win at least three of the four majors. He has won every major except the U.S. Open, in which he has finished runner-up a record six times. In 2022, Mickelson became the only golfer who has won 3 (or more) of the 4 majors to join the Saudi-backed LIV Golf tour, leaving his PGA Tour membership of 30 years.
Mickelson has spent more than 25 consecutive years in the top 50 of the Official World Golf Ranking. He has spent over 700 weeks in the top 10, has reached a career-high world ranking of No. 2 several times and is a life member of the PGA Tour. Although naturally right-handed, he is known for his left-handed swing, having learned it by mirroring his right-handed father's swing. He was inducted into the World Golf Hall of Fame in 2012.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Phil_Mickelson_15_%28cropped%29.jpg/300px-Phil_Mickelson_15_%28cropped%29.jpg,male,American professional golfer  who currently plays in the LIV Golf League
Philip Seymour Hoffman,"Philip Seymour Hoffman (July 23, 1967 – February 2, 2014) was an American actor. Known for his distinctive supporting and character roles—eccentrics, underdogs, and misfits—he acted in many films and theatrical productions, including leading roles, from the early 1990s until his death in 2014. He was voted one of the 50 greatest actors of all time in a 2022 readers' poll by Empire magazine.
Hoffman studied acting at New York University's Tisch School of the Arts. He gained recognition for his supporting work, notably in Scent of a Woman (1992), Boogie Nights (1997),  Happiness (1998), The Big Lebowski (1998), Magnolia (1999), The Talented Mr. Ripley (1999), and Almost Famous (2000). He began to occasionally play leading roles, and for his portrayal of the author Truman Capote in Capote (2005), won the Academy Award for Best Actor. Further Oscar nominations came for playing a brutally frank CIA officer in Charlie Wilson's War (2007), a priest accused of child sexual abuse in Doubt (2008), and the charismatic leader of a Scientology-type movement in The Master (2012).
While he mainly worked in independent films, including The Savages (2007) and Synecdoche, New York (2008), Hoffman also appeared in Hollywood blockbusters, such as Twister (1996) and Mission: Impossible III (2006). He played Plutarch Heavensbee in the Hunger Games series (2013–2015), in one of his final roles. The feature Jack Goes Boating (2010) marked his debut as a filmmaker. Hoffman was also an accomplished theater actor and director. He joined the off-Broadway LAByrinth Theater Company in 1995, where he directed, produced, and appeared in numerous stage productions. Hoffman received Tony Award nominations for his performances in the Broadway revivals of Sam Shepard's True West (2000), Eugene O'Neill's Long Day's Journey into Night (2003), and Arthur Miller's Death of a Salesman (2012).
Hoffman struggled with drug addiction as a young adult and relapsed in 2012 after many years of sobriety. In February 2014, he died of combined drug intoxication. Remembered for bringing nuance, depth, and humanity to the versatile roles he inhabited, Hoffman was described in his New York Times obituary as ""perhaps the most ambitious and widely admired American actor of his generation"".",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Philip_Seymour_Hoffman_2011.jpg/300px-Philip_Seymour_Hoffman_2011.jpg,male,American actor
Pierce Brosnan,"Pierce Brendan Brosnan OBE (born 16 May 1953) is an Irish actor and film producer. He was the fifth actor to play the fictional secret agent James Bond in the Bond film series, starring in four films from 1995 to 2002 (GoldenEye, Tomorrow Never Dies, The World Is Not Enough, and Die Another Day) and in multiple video games.
After leaving school at age 16, Brosnan began training in commercial illustration and went on to attend the Drama Centre in London for three years. Following a stage acting career, he rose to popularity in the television series Remington Steele (1982–1987). After the conclusion of the series, Brosnan appeared in films such as the Cold War spy film The Fourth Protocol (1987) and the comedy Mrs. Doubtfire (1993). After achieving worldwide fame for his role as James Bond, Brosnan took the lead in other major films including the epic disaster adventure film Dante's Peak (1997) and the remake of the heist film The Thomas Crown Affair (1999). Since leaving the role of Bond, he has starred in films such as the political thriller The Ghost Writer (2010), the action fantasy Percy Jackson & the Olympians: The Lightning Thief (2010), the action spy thriller The November Man (2014), the comedy musical Mamma Mia! (2008), its sequel Mamma Mia! Here We Go Again (2018), and Eurovision Song Contest: The Story of Fire Saga (2020). In 2022, Brosnan played Kent Nelson / Doctor Fate in the DC Extended Universe film Black Adam.
Brosnan has received two Golden Globe Award nominations, for the miniseries Nancy Astor (1982) and for the dark comedy film The Matador (2005). In 1996, he and the American film producer Beau St. Clair founded the Los Angeles–based production company Irish DreamTime. He is also known for his charitable work and environmental activism. In 1997, Brosnan received a star on the Hollywood Walk of Fame for his contributions to the film industry. In 2020, he was listed at No. 15 on The Irish Times' list of the greatest Irish film actors.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Pierce_Brosnan_2017.jpg/300px-Pierce_Brosnan_2017.jpg,male,Irish actor and film producer
Piper Laurie,"Piper Laurie (born Rosetta Jacobs; January 22, 1932 – October 14, 2023) was an American actress. She is known for her roles in the films The Hustler (1961), Carrie (1976), and Children of a Lesser God (1986), and the miniseries The Thorn Birds (1983). She is also known for her performances as Kirsten Arnesen in the original TV production of ""Days of Wine and Roses"", and as Catherine Martell in the television series Twin Peaks. 
She received various accolades, including a Primetime Emmy Award and a Golden Globe Award, in addition to nominations for three Academy Awards and a BAFTA Award.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Piper_Laurie_1951-still.jpg/300px-Piper_Laurie_1951-still.jpg,female,American actress
Piper Perabo,"Piper Lisa Perabo (  PERR-ə-boh; born October 31, 1976) is an American actress. Following her breakthrough in the comedy-drama film Coyote Ugly (2000), she starred in Cheaper by the Dozen (2003), its sequel Cheaper by the Dozen 2 (2005), The Prestige (2006), Angel Has Fallen (2019), and as CIA agent Annie Walker in the USA Network spy drama series Covert Affairs (2010–2014), for which she was nominated for a Golden Globe Award for Best Actress – Television Series Drama.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Piper_Perabo_Comic-Con_2%2C_2011.jpg/300px-Piper_Perabo_Comic-Con_2%2C_2011.jpg,female,American actress
Queen Latifah,"Dana Elaine Owens (born March 18, 1970), better known by the stage name Queen Latifah, is an American rapper, actress and singer. She has received various accolades, including a Grammy Award, a Primetime Emmy Award, a Golden Globe Award, three Screen Actors Guild Awards, and two NAACP Image Awards, in addition to a nomination for an Academy Award. In 2006, she became the first hip hop artist to receive a star on the Hollywood Walk of Fame.
At age 19, Latifah released her debut album All Hail the Queen (1989), featuring the hit single ""Ladies First"". Her second album Nature of a Sista' (1991), was produced by Tommy Boy Records. Her third album, Black Reign (1993), became the first album by a solo female rapper to receive a gold certification from the Recording Industry Association of America (RIAA), and spawned the single ""U.N.I.T.Y."", which was influential in raising awareness of violence against women and the objectification of Black female sexuality. The track reached the top 40 on the Billboard Hot 100, and won a Grammy Award. Her fourth album Order in the Court (1998), was released with Motown Records. She has since released the albums The Dana Owens Album (2004), Trav'lin' Light (2007), and Persona (2009).
Latifah starred as Khadijah James on the Fox sitcom Living Single from 1993 to 1998 and landed a leading role in the action film Set It Off (1996). She created the daytime talk show The Queen Latifah Show, which ran from 1999 to 2001, and again from 2013 to 2015, in syndication. Her portrayal of Matron ""Mama"" Morton in the musical film Chicago (2002) received a nomination for the Academy Award for Best Supporting Actress. She has also starred or co-starred in the films Bringing Down the House (2003), Taxi (2004), Barbershop 2: Back in Business (2005), Beauty Shop (2005), Last Holiday (2006), Hairspray (2007), Joyful Noise (2012), 22 Jump Street (2014), and Girls Trip (2017); and provided voice work in the Ice Age film series.Latifah received critical acclaim for her portrayal of blues singer Bessie Smith in the HBO film Bessie (2015), which she co-produced, winning the Primetime Emmy Award for Outstanding Television Movie. From 2016 to 2019, she starred as Carlotta Brown in the musical drama series Star. In 2020, she portrayed Hattie McDaniel in the miniseries Hollywood. Since 2021, she has held the lead role on CBS's revival of the action drama The Equalizer.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Queen_Latifah_2018.jpg/300px-Queen_Latifah_2018.jpg,female,"American rapper, actress and singer"
Rachel Griffiths,"Rachel Anne Griffiths  (born in 1968) is an Australian actress. Raised primarily in Melbourne, she began her acting career appearing on the Australian series Secrets before being cast in a supporting role in the comedy Muriel's Wedding (1994), which earned her an AACTA Award for Best Actress in a Supporting Role. In 1997, she was the lead in Nadia Tass's drama Amy. She had a role opposite Julia Roberts in the American romantic comedy My Best Friend's Wedding (1997), followed by her portrayal of Hilary du Pré in Hilary and Jackie (1998), for which she received a nomination for the Academy Award for Best Supporting Actress.
From 2001 to 2005, Griffiths portrayed massage therapist Brenda Chenowith in the HBO series Six Feet Under, for which she earned a Golden Globe Award for Best Actress in 2002 and two Primetime Emmy Award nominations. She subsequently appeared on television as Sarah Walker Laurent on the ABC drama series Brothers & Sisters from 2006 to 2011, for which she was nominated for two additional Primetime Emmy Awards.
She has also had roles in the films Blow (2001), portraying the mother of George Jung; the historical drama Ned Kelly (2003); Step Up (2006), and the Julian Assange television biopic Underground: The Julian Assange Story (2012). In 2016, she appeared in a supporting role in Mel Gibson's biographical war drama Hacksaw Ridge, and in the docudrama miniseries When We Rise, written by Dustin Lance Black.
Onstage, Griffiths appeared in a Melbourne-based production of Proof in 2002, which earned her a Helpmann Award, and later made her Broadway debut in a 2011 critically acclaimed production of Other Desert Cities. In addition to acting, she made her directorial debut with the short film Tulip in 1998, and directed several episodes of the Australian television series Nowhere Boys in 2015.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Rachel_Griffiths_2012_%28cropped%29.jpg/300px-Rachel_Griffiths_2012_%28cropped%29.jpg,female,Australian actress
